Chronologic VCS simulator copyright 1991-2017
Contains Synopsys proprietary information.
Compiler version N-2017.12-SP2-1_Full64; Runtime version N-2017.12-SP2-1_Full64;  Mar 15 15:50 2020
start
Time|reset|load_in|CDB_PRF_idx|CDB_valid|opa_in|opa_valid_in|opb_in|opb_valid_in|opa_out|opb_out|num_is_free|is_free_hub|ready_hub|reset_hub
   0  x    x      xx        xxx   xxxxxxxx     x     xxxxxxxx     x    xxxxxxxx   xxxxxxxx      x    xxxxxxxxxxxxxxxx    xxxxxxxxxxxxxxxx     xxxxxxxxxxxxxxxx
  10  1    0      xx        xxx   xxxxxxxx     x     xxxxxxxx     x    00000000   00000000      x    xxxxxxxxxxxxxxxx    xxxxxxxxxxxxxxxx     1111111111111111
5876  0    1      25        000   0000000c     0     00000028     0    1cdb0b39   ffffffff      1    0000000000100000    0011111111011110     0011000000000010
5880  0    1      0c        111   7ae947f5     1     00000028     0    1cdb0b39   ffffffff      1    0000000000100000    0011111111011110     0011000000000010
5886  0    1      0c        111   7ae947f5     1     00000028     0    ffffffff   ffffffff      1    0000000000100000    0000111111011111     0000110000000001
5890  0    1      0c        000   7ae947f5     1     00000028     0    ffffffff   ffffffff      1    0000000000100000    0000111111011111     0000110000000001
5896  0    1      0c        000   7ae947f5     1     00000028     0    6035b7c0   ffffffff      1    0000000000100000    0000001111011110     0000001100000010
5906  0    1      0c        000   7ae947f5     1     00000028     0    1cdb0b39   ffffffff      1    0000000000100000    0000000011011100     0000000011000100
5910  0    1      28        111   8ec91c1d     1     c5421e8a     1    1cdb0b39   ffffffff      1    0000000000100000    0000000011011100     0000000011000100
5916  0    1      28        111   8ec91c1d     1     c5421e8a     1    6035b7c0   00000000      1    0000000000100000    1111111111011111     1100000000000001
5920  0    1      28        000   0000000f     0     00000016     0    6035b7c0   00000000      1    0000000000100000    1111111111011111     1100000000000001
5926  0    1      28        000   0000000f     0     00000016     0    6035b7c0   00000000      1    0000000000100000    0011111111011110     0011000000000010
5930  0    1      0f        111   92b94e25     1     00000016     0    6035b7c0   00000000      1    0000000000100000    0011111111011110     0011000000000010
5936  0    1      0f        111   92b94e25     1     00000016     0    676c3fce   14c61529      1    0000000000100000    0000111111011100     0000110000000100
5940  0    1      0f        000   92b94e25     1     00000016     0    676c3fce   14c61529      1    0000000000100000    0000111111011100     0000110000000100
5946  0    1      0f        000   92b94e25     1     00000016     0    1cdb0b39   ffffffff      1    0000000000100000    0000001111011000     0000001100001000
5956  0    1      0f        000   92b94e25     1     00000016     0    a0246840   efe3badf      1    0000000000100000    0000000011010000     0000000011010000
5960  0    1      16        111   e00cdec0     1     dbb43cb7     1    a0246840   efe3badf      1    0000000000100000    0000000011010000     0000000011010000
5966  0    1      16        111   e00cdec0     1     dbb43cb7     1    00000000   ffffffff      1    0000000000100000    1111111111011111     1100000000000001
5970  0    1      16        000   00000007     0     0000000f     0    00000000   ffffffff      1    0000000000100000    1111111111011111     1100000000000001
5976  0    1      16        000   00000007     0     0000000f     0    918a0623   ffffffff      1    0000000000100000    0011111111011110     0011000000000010
5980  0    1      07        111   41992783     1     0000000f     0    918a0623   ffffffff      1    0000000000100000    0011111111011110     0011000000000010
5986  0    1      07        111   41992783     1     0000000f     0    918a0623   ffffffff      1    0000000000100000    0000111111011100     0000110000000100
5990  0    1      07        000   41992783     1     0000000f     0    918a0623   ffffffff      1    0000000000100000    0000111111011100     0000110000000100
5996  0    1      07        000   41992783     1     0000000f     0    918a0623   ffffffff      1    0000000000100000    0000001111011000     0000001100001000
6006  0    1      07        000   41992783     1     0000000f     0    e2ccdcc5   eef510dd      1    0000000000100000    0000000011010000     0000000011010000
6010  0    1      0f        111   0a167d14     1     5b52ffb6     1    e2ccdcc5   eef510dd      1    0000000000100000    0000000011010000     0000000011010000
6016  0    1      0f        111   0a167d14     1     5b52ffb6     1    ffffffff   ffffffff      1    0000000000100000    1111111111011111     1100000000000001
6020  0    1      0f        000   00000008     0     0000001b     0    ffffffff   ffffffff      1    0000000000100000    1111111111011111     1100000000000001
6026  0    1      0f        000   00000008     0     0000001b     0    0abb2b15   ffffffff      1    0000000000100000    0011111111011110     0011000000000010
6030  0    1      08        111   1ce15b39     1     0000001b     0    0abb2b15   ffffffff      1    0000000000100000    0011111111011110     0011000000000010
6036  0    1      08        111   1ce15b39     1     0000001b     0    0abb2b15   ffffffff      1    0000000000100000    0000111111011100     0000110000000100
6040  0    1      08        000   1ce15b39     1     0000001b     0    0abb2b15   ffffffff      1    0000000000100000    0000111111011100     0000110000000100
6046  0    1      08        000   1ce15b39     1     0000001b     0    0abb2b15   ffffffff      1    0000000000100000    0000001111011000     0000001100001000
6056  0    1      08        000   1ce15b39     1     0000001b     0    690b5bd2   e72b10ce      1    0000000000100000    0000000011010000     0000000011010000
6060  0    1      1b        111   b520b86a     1     10cde521     1    690b5bd2   e72b10ce      1    0000000000100000    0000000011010000     0000000011010000
6066  0    1      1b        111   b520b86a     1     10cde521     1    00000000   ffffffff      1    0000000000100000    1111111111011111     1100000000000001
6076  0    1      1b        111   b520b86a     1     10cde521     1    ea8800d5   88020e10      1    0000000000100000    1111111111011111     1100000000000001
6080  0    0      1b        000   b520b86a     1     10cde521     1    ea8800d5   88020e10      1    0000000000100000    1111111111011111     1100000000000001
6086  0    0      1b        000   b520b86a     1     10cde521     1    ab207056   ffffffff      4    1100000000100001    0011111111011110     0011000000000010
6096  0    0      1b        000   b520b86a     1     10cde521     1    ab207056   ffffffff      7    1111000000100011    0000111111011100     0000110000000100
6106  0    0      1b        000   b520b86a     1     10cde521     1    ab207056   ffffffff     10    1111110000100111    0000001111011000     0000001100001000
6116  0    0      1b        000   b520b86a     1     10cde521     1    ea8800d5   88020e10     13    1111111100101111    0000000011010000     0000000011010000
6126  0    0      1b        000   b520b86a     1     10cde521     1    00000000   00000000     16    1111111111111111    0000000000000000     0000000000000000
6140  0    1      1b        000   00000003     1     00000002     0    00000000   00000000     16    1111111111111111    0000000000000000     0000000000000000
6146  0    1      1b        000   00000003     1     00000002     0    00000000   00000000     13    0011111111111110    0000000000000000     0000000000000000
6156  0    1      1b        000   00000003     1     00000002     0    00000000   00000000     10    0000111111111100    0000000000000000     0000000000000000
6166  0    1      1b        000   00000003     1     00000002     0    00000000   00000000      7    0000001111111000    0000000000000000     0000000000000000
6176  0    1      1b        000   00000003     1     00000002     0    00000000   00000000      4    0000000011110000    0000000000000000     0000000000000000
6180  0    1      02        111   00000003     1     00000002     0    00000000   00000000      4    0000000011110000    0000000000000000     0000000000000000
6186  0    1      02        111   00000003     1     00000002     0    00000001   b9495672      1    0000000000100000    1111111111011111     1100000000000001
6190  0    1      02        000   00000003     1     00000002     1    00000001   b9495672      1    0000000000100000    1111111111011111     1100000000000001
6196  0    1      02        000   00000003     1     00000002     1    00000001   00000000      1    0000000000100000    1111111111011111     1100000000000001
6200  0    0      02        000   00000003     1     00000002     1    00000001   00000000      1    0000000000100000    1111111111011111     1100000000000001
6206  0    0      02        000   00000003     1     00000002     1    00000001   b9495672      4    1100000000100001    0011111111011110     0011000000000010
6216  0    0      02        000   00000003     1     00000002     1    00000001   b9495672      7    1111000000100011    0000111111011100     0000110000000100
6226  0    0      02        000   00000003     1     00000002     1    00000001   b9495672     10    1111110000100111    0000001111011000     0000001100001000
@@@Success
$finish called from file "testbench/rs_final_test.sv", line 323.
$finish at simulation time                 6230
           V C S   S i m u l a t i o n   R e p o r t 
Time: 6230
CPU Time:      1.140 seconds;       Data structure size:   4.7Mb
Sun Mar 15 15:50:43 2020
